ApplicationId,reports,income,active,expenditure
997,0,2.2,7,38.70833
998,0,3,5,57.30667
999,0,4.2,27,30.44583
1000,0,2.37,13,106.7208
1001,1,2.52,8,181.4142
1002,1,5.49,19,732.9792
1352,0,2.98,0,0
1004,0,3.6,2,0
1343,0,2.25,7,95.52834
1331,0,3.224,9,896.9384
1007,0,5,16,85.24083
1008,3,2.67,25,0
1009,0,3.75,9,298.4783
1010,0,3.75,5,0
1011,0,3.7,15,11.7125
1012,0,3.3,19,65.81834
1013,0,7,8,898.4258
1014,2,3.3748,15,494.4875
1015,0,3.12,5,0
1016,0,2.59,5,67.53584
1017,2,2.1,5,126.1033
1018,0,3,8,98.6825
1019,0,3,11,264.9658
1373,0,4.4,18,17.08333
1021,0,3.1,15,469.2475
1022,0,2.98,9,108.2958
1023,0,2.8,7,590.9484
1024,0,1.8339,0,0
1394,0,3.2905,5,48.08333
1026,0,2.7,20,0
1027,0,3.9,17,141.6883
1028,5,1.8,7,0
1395,0,3.2,0,109.6092
1030,0,3.65,7,1637.527
1031,0,3.5,9,114.5575
1032,0,4.77,10,11.6725
1033,0,4.2,5,22.3575
1034,10,5,11,0
1359,0,2,10,91.4125
1036,0,2.6,13,239.4867
1370,0,5,0,190.4308
1038,0,4,12,66.7325
1039,0,5.3726,0,221.8892
1040,0,2.7246,14,446.415
1041,0,1.8,0,830.2767
1042,0,4,16,113.6308
1043,0,2.1,18,0
1044,0,2.55,0,0
1045,0,2.5,23,127.3725
1046,0,2,0,166.9017
1047,0,3,16,315.9425
1048,0,2.6,9,171.8608
1049,1,2.4,13,46.60583
1050,0,4,11,306.4683
1320,0,6.2,14,31
1052,0,2.2,3,140.2992
1053,1,2,2,0
1054,1,5.8,16,175.6442
1055,0,1.8,10,29.51583
1056,0,3.264,5,67.20167
1057,0,2.1,14,146.27
1058,0,2.7456,9,4.583333
1059,1,3.7,4,160.4517
1060,0,4.815,18,171.5125
1061,0,3.05,4,8.125
1062,0,2.4,7,384.1725
1063,0,5,7,1774.356
1064,0,2.6,2,285.255
1065,0,4,13,49.25
1066,0,6.8,2,40.19917
1067,0,1.94,13,26.5
1068,0,2.45,6,183.5608
1069,0,4.53,5,45.35417
1070,0,6.825,0,664.6025
1071,1,3.85,8,37.015
1072,0,2.75,9,862.9642
1073,3,3.5,19,0
1074,3,3,7,0
1075,0,2.3,10,143.4292
1076,0,1.8,3,124.6325
1077,0,2.2,6,577.9833
1078,0,4.8,0,266.3433
1079,0,2.04,4,30.0525
1385,1,1.68,12,193.3225
1321,0,2.7811,0,121.6333
1082,0,6,14,8.333333
1083,0,3.5,2,158.6017
1084,4,1.8,10,0
1085,0,3.9,7,178.4558
1086,0,2,1,167.04
1087,2,7.1195,6,569.5458
1088,2,1.85,3,0
1089,0,1.6,3,351.3633
1090,0,4.85,12,198.0233
1091,0,2.825,2,153.7517
1092,1,2.7,6,0
1093,0,1.45,4,0
1094,0,1.8,9,9.166667
1095,0,3.7,0,0
1096,0,1.9,1,448.0233
1097,0,2.62,9,470.2967
1098,0,3.75,11,400.0708
1099,0,4.5,9,149.0967
1100,4,3.7,11,0
1101,1,3.836,14,332.2392
1102,0,1.59,9,0
1366,2,2.07,7,0
1104,0,5.1,9,721.06
1105,3,4.0128,17,0
1106,0,4.4692,1,7.083333
1107,0,3.5,1,166.2383
1108,0,5,14,5.520833
1109,1,2.5,6,5.833333
1110,0,1.5,5,78.885
1111,1,3.8425,16,20.25
1112,1,3.6,22,113.9475
1113,0,2.95,13,493.7333
1114,0,2.385,13,332.7042
1115,0,2.16,3,42.51667
1116,0,2.007,0,151.0325
1117,0,1.56,7,128.0725
1118,4,2,44,0
1119,0,2.9,0,0
1120,0,3.7,5,219.2717
1121,0,3.84,0,37.71333
1122,1,2.1375,7,0
1123,0,2.4,0,0
1124,0,2.4,0,362.6383
1125,0,2,4,8.333333
1126,0,1.548,1,0
1127,1,2,7,0
1128,0,3.1,5,580.9725
1129,0,2.5,16,25.29167
1371,0,5.1,22,210.2283
1131,0,2,2,121.3367
1132,0,3.6,9,77.80666
1133,0,3.3984,4,0
1134,0,4.2,14,87.30666
1135,3,1.7,25,0
1136,0,1.939,5,0
1330,0,2.9,8,471.345
1392,0,1.7,18,16.63417
1139,0,4.9,0,0
1140,0,2.2224,14,737.0808
1141,0,6.1064,1,544.5208
1142,1,2.625,2,0
1143,2,1.56,12,0
1393,0,2.652,3,160.875
1145,0,2.8,1,108.6233
1146,0,1.6,1,500.6158
1323,0,5,0,674.9092
1148,1,2.04,10,364.8192
1149,0,5.04,9,216.165
1150,0,1.92,4,0
1151,0,3.4,9,0
1152,0,3.2,9,287.7583
1153,0,3.1,5,323.0633
1154,0,1.8829,12,214.0975
1155,0,2.4,1,163.8392
1156,0,3,16,154.74
1157,0,1.84,0,0
1158,0,2.5,11,164.81
1159,0,5.112,19,126.3867
1160,0,2.5,3,39.91167
1161,0,5.4,4,321.2108
1162,2,2.5,18,0
1163,0,2.1,0,228.9658
1164,1,6,17,449.0392
1165,0,1.56,13,79.60917
1166,0,4.07,14,233.0417
1167,1,2.7,22,266.1908
1168,0,2.04,12,204.0875
1169,0,2.8,7,101.8542
1170,0,6.2,7,881.2642
1171,0,2.19,0,889.585
1172,0,3.2,6,142.8775
1173,0,2.3,2,434.125
1174,0,1.76,12,201.6583
1175,0,1.8,5,0
1176,0,3.96,5,7.083333
1379,0,2.5,13,18.25417
1178,0,2.28,15,127.9833
1179,0,2.5,6,161.1617
1180,0,2.6,0,1786.277
1332,0,2.2,6,284.2558
1182,4,2.448,12,426.4467
1183,2,6.8,20,0
1184,0,4.5,0,0
1185,0,4.96,7,435.9908
1186,0,5,0,58.08083
1187,0,2.1,4,103.3283
1188,0,10.4,0,2001.547
1189,0,1.56,3,0
1190,9,2.3,9,0
1191,0,4.9875,16,0
1192,6,5.6335,10,0
1193,0,1.672,0,0
1194,0,1.6,9,205.2542
1195,0,1.51,2,258.1667
1354,0,2.8463,16,15.83333
1197,0,2.3,7,163.0392
1198,0,3,0,475.0183
1199,1,2.2,9,429.905
1200,0,0.21,1,47.24166
1201,0,2.8,23,396.5
1202,0,1.8,1,0
1203,2,2.2,8,0
1204,1,3,5,73.1725
1205,0,2.4,11,23.58333
1206,0,1.2,0,0
1207,0,6.8,15,569.9183
1208,0,1.5,5,24.07
1209,0,2.7,0,258.8783
1210,1,3.5,19,387.2183
1340,0,2.1,2,0
1212,0,2.5,1,839.3008
1213,0,5.47,0,133.0683
1214,0,2.35,0,0
1215,0,1.65,3,68.54583
1216,0,9.2,7,664.1208
1217,1,7.29,9,647.2067
1218,0,2.72,8,402.7225
1219,0,3.624,19,47.08167
1220,0,5.3,20,242.145
1221,0,4.9,17,273.49
1222,0,3.6208,13,150.2917
1223,0,2.136,14,106.2008
1224,0,2.5,7,402.7875
1225,0,0.49,0,0
1226,1,4.3,31,125.4817
1227,0,6.3,20,213
1228,0,2.4,5,201.5825
1362,0,2.8,20,70.285
1356,0,5,25,188.7275
1231,0,2.8,19,32.66667
1232,0,2.8,17,202.47
1353,0,2.65,9,69.4275
1234,0,1.6,0,0
1235,4,2.1,3,0
1236,0,2.408,0,0
1237,1,3.1,9,0
1363,0,2.616,12,84.73167
1239,0,11,0,0
1240,0,1.8,1,80.055
1241,0,2.5,14,43.43667
1242,0,1.8,4,142.9508
1243,0,2.7268,0,0
1244,0,2.05,4,0
1245,0,5.05,10,119.3017
1246,2,3.8,11,0
1247,1,4.288,13,0
1248,0,3.6,10,130.0267
1249,0,4.3,7,482.6575
1250,0,4.44,3,0
1251,0,2.6,16,858.3475
1252,1,4.1,15,0
1253,0,2.86,0,0
1254,0,2.4,1,33.01333
1255,0,1.8,0,46.05584
1256,0,1.8,8,169.8767
1257,0,5.1,7,90.06333
1258,0,3.5606,0,323.5875
1336,0,4.15,4,520.3417
1260,0,2.0237,3,0
1261,0,1.8,0,167.2125
1262,1,2.9,6,209.8442
1263,6,4,5,0
1264,0,2.95,4,229.7975
1265,0,3.2,0,0
1266,0,4.5,10,536.25
1267,6,7,10,0
1268,0,2.2,0,0
1269,0,2.8,0,191.8358
1270,0,2.2,0,0
1271,0,5.77,11,362.7542
1272,0,2.4317,28,163.18
1273,0,7,17,176.2717
1274,0,2.15,4,61.33333
1275,0,5.2,9,57.44083
1276,0,4.7,19,948.3625
1277,0,2.5,13,132.5883
1278,0,5,0,91.17667
1339,0,3.5,11,146.4275
1280,0,2.45,11,111.8183
1281,0,9.9999,0,0
1282,0,3.2,7,396.2717
1283,0,3.54,0,19.59
1284,0,3.1144,6,21.465
1345,2,2.25,3,0
1286,1,6,19,885.0858
1287,11,1.68,8,0
1288,0,2.4,8,29.95667
1289,0,3.2,2,26.87833
1290,0,6,5,394.5717
1291,0,1.75,0,906.3092
1292,0,4.5,0,0
1293,0,2.5,4,400.4475
1294,0,2.55,7,303.6742
1295,0,3.26,18,143.0158
1296,1,3.6,20,146.4417
1297,0,2.78,0,0
1298,0,4.4,12,97.18417
1299,0,3.2,19,38.9975
1300,0,1.6,0,0
1301,0,1.636,0,0
1302,0,2.7,8,27.41667
1303,0,3.5,10,179.7167
1304,1,3.4224,12,82.65916
1305,0,6.5,9,157.8442
1306,0,2,6,63.55167
1307,0,3.58,7,154.8592
1308,0,2.5,10,44.02083
1333,1,2,10,424.6292
1310,0,2.512,4,4.583333
1311,0,2.3004,3,0
1312,0,3.86,4,0
1313,1,2.18,1,0
1314,0,4.566,19,7.333333
1315,5,3.192,5,0
1316,0,4.6,2,101.2983
1317,0,3.7,7,26.99667
1318,0,3.7,0,344.1575
